id,alcohol,chlorides,citric acid,density,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
1,9.6,0.08099999999999999,0.44,0.9892,0.7771744763012975,0.10181074123829603,0.6159485122188926,0.3352200236711973,0.07292132079601288,0.5506544506642967,0.3214622738507483,0.7428443094249815,0.1205806729849428,0.7629638246726245,9.7,23,3.4899999999999998,4.248581652874823,2.1999999999999997,4.63,67,0.6
2,11.9,0.074,0.01,1.0037099999999999,0.682378166122362,0.7026886907406151,0.595186595339328,0.7383170446124729,0.07960846368223429,0.3600157785695046,0.6684799458665851,0.15840399148873985,0.37764417100697756,0.7046093931421638,7.9,33,3.44,6.365522740745411,2,4.57,41,0.725
3,9.6,0.084,0.49,1.0087,0.47707642149180174,0.4918135611806065,0.12301352014765143,0.4916484305041806,0.11239611892960966,0.1132223152089864,0.41383508166386157,0.3881199648603797,0.513606711756438,0.33422322175465524,9.2,23,3.38,5.094679530317868,2.5,4.57,75,0.47000000000000003
4,11,0.081,0.33,1.0049,0.7459252581465989,0.7416570745408535,0.769887252477929,0.298042199239524,0.16776228533126414,0.5036318262573332,0.8391533451568225,0.1017326598521322,0.15723128989338875,0.7460537604056299,7.1000000000000005,24,3.44,5.90353319404581,2.1,4.75,36,0.41
5,9.4,0.08,0.24,0.9962,0.7294064012821764,0.6067211192566901,0.42581123509444296,0.2766051481196779,0.9441170578356832,0.5832646570634097,0.5425871986071252,0.015200875699520111,0.7969449299853295,0.7332683634012938,7.8,6,3.3099999999999996,6.267094898947118,1.7,4.59,12,0.42
6,9.3,0.08,0.42,1.0073999999999999,0.8262971960939467,0.9005823524203151,0.8674193848855793,0.5626461457922063,0.6835702594835311,0.31022373982705176,0.6261173642574152,0.8039380146656185,0.677849403116852,0.48660445399582386,8.5,13,3.2399999999999998,5.863468643497972,1.9,4.8,28,0.24000000000000002
7,8.9,0.07400000000000001,0.3,1.00717,0.1926515898667276,0.3070050785318017,0.7959106580819935,0.5426825568861492,0.6872398317791522,0.00064350152388215065,0.48056804390756847,5.97167294472456e-4,0.20312138623557985,0.03184842690825462,8.2,34,3.42,5.103038697910424,1.7999999999999998,4.61,82,0.4
8,10.6,0.084,0.57,0.9869,0.8176368367858231,0.0817580041475594,0.3613440552726388,0.3944263974351486,0.5576880592852831,0.6095281047746539,0.24954925015176357,0.22384632378816605,0.32021502824500203,0.3418004815466702,9.5,29,3.3099999999999996,4.4155824389238925,1.9,4.79,63,0.3
9,11.1,0.083,0.35,1.00622,0.4461582759395242,0.5020183294545859,0.2665227367542684,0.5250320218378924,0.4507658132351935,0.9786906002555043,0.7001322786589486,0.22034788550809026,0.15020115533843637,0.2594725035596639,9.799999999999999,19,3.26,6.497587181237816,2,4.66,40,0.44
10,9.1,0.05799999999999999,0.03,0.9972,0.5204426217824221,0.35038738534785807,0.7666188499424607,0.45803302138475177,0.6916862020734698,0.29482073383405805,0.4347136874180754,0.7241023019887507,0.9219179749488831,0.526904288912192,8.1,6,3.3899999999999997,3.6307237642481276,1.7,4.33,10,0.905
11,11.799999999999999,0.073,0.33,0.98516,0.16794889559969306,0.14411580585874617,0.8713101716712117,0.6043531981613024,0.30067107337526977,0.1417006312403828,0.6679124117009253,0.14485223544761539,0.4550205033738166,0.8255133144557476,9.299999999999999,15,3.2899999999999996,7.401908425777071,1.9499999999999997,4.84,25,0.29
12,11.299999999999999,0.07400000000000001,0.22,0.98438,0.17069276864640415,0.7216368729714304,0.9464527650270611,0.5082304666069598,0.533608534373343,0.13476375583559275,0.6508610331335573,0.3192653707228601,0.40692925197072327,0.5498078810051084,7,17,3.4299999999999997,5.903927757740201,1.7,4.82,24,0.5800000000000001
13,9.5,0.060000000000000005,0.26,0.9982,0.4622949115000665,0.5221573384478688,0.03382411738857627,0.5804749778392627,0.5568948017898947,0.276396592380479,0.5439792142327456,0.901036232477054,0.3286368881817907,0.9358451126608998,7.6000000000000005,38,3.4,4.385632801139642,7.2,4.49,123,0.6
14,11.2,0.047,0.45,1.00498,0.4015404258389026,0.3479605282191187,0.18063622899353504,0.6850205894482885,0.9136041451711208,0.5362442629411817,0.5236242788086036,0.4437845000065863,0.5605928211007267,0.45271346461959183,9.5,21,3.21,7.780392120445004,1.4,4.89,38,0.35000000000000003
15,10.299999999999999,0.082,0.02,0.99575,0.9402327707502991,0.5752706367056817,0.6658694003708661,0.6445191754258973,0.1908676449675113,0.08913831925019622,0.7784788370632512,0.8709634570404887,0.6616086070425808,0.24517302075400949,7.2,19,3.3899999999999997,6.403009229454962,1.9,4.61,26,0.59
16,10.8,0.076,0.14,0.9875,0.7104208304081112,0.5946018737740815,0.8022072562016547,0.5074114332058707,0.608096169307828,0.19288374856114388,0.38581183888621845,0.47609927831217647,0.975757943931967,0.725641803117469,8,5,3.4499999999999997,4.863920648200164,2.3,4.6,14,0.58
17,10.2,0.06099999999999999,0.52,1.0068,0.35880117514170706,0.07484250562265515,0.10445801727473736,0.663742593953081,0.6546758508775383,0.35270470031537116,0.4931302336897678,0.8754525876138359,0.9173779080156237,0.2062673824839294,12,8,3.23,6.732086782268399,1.7,4.72,11,0.28
18,12.2,0.08,0.26,1.0052999999999999,0.024299554526805878,0.031866624020040035,0.06778152147307992,0.4405434483401284,0.2729002204723656,0.09457295830361545,0.5266621955803323,0.9671431614551693,0.2640924381557852,0.17465033242478967,5.4,25,3.7399999999999998,4.453452514597119,2.1999999999999997,4.62,76,0.51
19,10.1,0.085,0.33,0.9984,0.6611903908196837,0.881008361466229,0.8975324288476259,0.44072063949594403,0.7320026708766818,0.17886032606475055,0.8780380345115849,0.9041085166390985,0.5101425186730921,0.801933235488832,10.2,30,3.25,6.832489394268983,2.6,4.68,88,0.44
20,9,0.109,0.29,1.0080099999999999,0.44631486339494586,0.6915279603563249,0.6286458629183471,0.5309364909339604,0.8717624491546303,0.951468589482829,0.5067826399608303,0.8563294738996774,0.6129698026925325,0.663264439906925,8.6,33,3.1799999999999997,3.276706942393245,2.5,4.5,117,0.61
21,10.7,0.083,0.65,0.9896,0.7660203329287469,0.3291485123336315,0.6128471281845123,0.3910036111904344,0.3110110794659704,0.9109658324159682,0.4911924708182931,0.38065059552900493,0.7818731705192477,0.31865583290345967,13.2,17,3.0799999999999996,4.314253976126672,2.5,4.61,49,0.31
22,11.8,0.071,0.45,0.98702,0.9671714641153812,0.3623623726889491,0.4414976953994483,0.7414026993587967,0.6467432065401226,0.28753231023438275,0.8549085861502137,0.6922675964888185,0.7318981606513262,0.6230793546419591,10.2,8,3.2399999999999998,6.9092903990747905,6.1000000000000005,4.49,14,0.38999999999999996
23,9.3,0.07,0.26,1.0081,0.768617135239765,0.42161465692333877,0.533561400603503,0.5605722919813848,0.6483136375900358,0.8726123385131359,0.5457745524376997,0.20987631217576563,0.9641397278755903,0.2942069196142256,7.5,37,3.4,5.716626085925419,7.1000000000000005,4.49,123,0.6
24,11.799999999999999,0.088,0.01,0.9863,0.542392804287374,0.8931392275262624,0.7405233629979193,0.6843403584839268,0.5804953074548393,0.1871234744321555,0.7066555567674028,0.544744229177013,0.20265967911109328,0.7020461154170334,8.1,19,3.3699999999999997,6.182485703208804,2.4,4.74,36,0.64
25,10.8,0.068,0.47,0.9976,0.8041135612875223,0.6525350923184305,0.8271822582464665,0.653945375196601,0.7188181427773088,0.9161412555258721,0.6797419917105598,0.48755246470682323,0.0767044946551323,0.09903031098656356,10.7,8,3.21,7.256693572565077,1.7999999999999998,5.04,25,0.27
26,11.8,0.044,0.35,0.98458,0.40620431234128773,0.33056971058249474,0.7156554565299302,0.6072285309168556,0.7395569996442646,0.5155794904567301,0.6876613419820813,0.9172177398577332,0.76014548772946,0.3152385731227696,8.1,9,3.3499999999999996,6.384127111587421,1.5999999999999999,4.8,13,0.22
27,9.4,0.087,0.04,0.9887,0.5249956538900733,0.9358038466889411,0.32296296721324325,0.611472218571641,0.6786336707882583,0.9887757189571857,0.48424542520885566,0.9054161487147212,0.1613049041479826,0.739190504187718,7.1000000000000005,9,3.7199999999999998,6.21103647285217,2.9,4.91,26,0.52
28,9.1,0.155,0.12,0.98702,0.5404021416325122,0.055914801778271794,0.5299718279857188,0.6735420398085941,0.22149213100783527,0.1182885633315891,0.2970011424423257,0.36787680978886783,0.33256304217502475,0.6907926835119724,7.6000000000000005,6,3.2899999999999996,5.660706246022597,1.7999999999999998,4.86,13,0.54
29,10.2,0.098,0.32,1.0079,0.3807531129568815,0.7699565456714481,0.9658383976202458,0.5282565599961514,0.009606411680579185,0.8342286918777972,0.6276332256256125,0.8191114265937358,0.151092819403857,0.9290136974304914,9.899999999999999,24,3.32,5.323641554217769,2.4,4.62,91,0.6799999999999999
30,11,0.09599999999999999,0.05,0.9962,0.41064905375242233,0.6790109395515174,0.9706613400485367,0.6679217299447342,0.5596353909932077,0.9679640645626932,0.4702562229379999,0.801846579881385,0.8742452266160399,0.4457777098286897,7.4,6,3.44,7.515143712454698,4.550000000000001,4.39,10,0.745
